Feature Name,Locus,Start Coordinate,End Coordinate,Translation Start Coordinate,Translation End Coordinate,Disruptions Available,Distance from Translation Start,Fractional Distance from Translation Start,In Multiple Occupancy Well,Locatability,Progenitor Collection Address,Rearrayed Collection Address
SO_4743,['SO_4743'],4954256,4956376,4956376,4954256,"4956314","62","0.03","False","unambiguous","62_C10","9_E11"
glmU,['SO_4745'],4956634,4957998,4957998,4956634,"","","","","","",""
atpC,['SO_4746'],4958169,4958597,4958597,4958169,"4958327","270","0.63","False","unambiguous","82_C12","10_G9"
atpD,['SO_4747'],4958634,4960025,4960025,4958634,"","","","","","",""
atpG,['SO_4748'],4960061,4960921,4960921,4960061,"","","","","","",""
atpA,['SO_4749'],4960972,4962513,4962513,4960972,"","","","","","",""
atpH,['SO_4750'],4962528,4963061,4963061,4962528,"","","","","","",""
atpF,['SO_4751'],4963078,4963548,4963548,4963078,"","","","","","",""
atpE,['SO_4752'],4963587,4963838,4963838,4963587,"","","","","","",""
atpB,['SO_4753'],4963909,4964703,4964703,4963909,"","","","","","",""
atpI,['SO_4754'],4964716,4965099,4965099,4964716,"","","","","","",""
parB,['SO_4755'],4965325,4966203,4966203,4965325,"4966053","150","0.17","False","unambiguous","74_G3","10_B7"
parA,['SO_4756'],4966213,4967001,4967001,4966213,"4966912","89","0.11","False","unambiguous","33_H4","42_G6"
rsmG,['SO_4757'],4967077,4967697,4967697,4967077,"4967416","281","0.45","False","unambiguous","409_F10","35_A2"
mnmG,['SO_4758'],4967815,4969704,4969704,4967815,"4969584, 4968051, 4968966","120, 1653, 738","0.06, 0.88, 0.39","False, True, True","ambiguous, unambiguous, unambiguous","85_F4, 13_C7, 191_H5","10_E11, 36_H6, 38_H5"
repA,['SO_A0001'],4970419,4971300,4970419,4971300,"","","","","","",""
SO_A0002,['SO_A0002'],4972462,4972689,4972462,4972689,"","","","","","",""
SO_A0003,['SO_A0003'],4972698,4973744,4972698,4973744,"","","","","","",""
SO_A0004,['SO_A0004'],4973749,4975461,4975461,4973749,"","","","","","",""
SO_A0005,['SO_A0005'],4975525,4975830,4975830,4975525,"","","","","","",""
SO_A0006,['SO_A0006'],4975848,4976624,4976624,4975848,"","","","","","",""
SO_A0007,['SO_A0007'],4976924,4977661,4976924,4977661,"","","","","","",""
SO_A0008,['SO_A0008'],4977651,4978370,4977651,4978370,"","","","","","",""
SO_A0009,['SO_A0009'],4978384,4978629,4978384,4978629,"","","","","","",""
SO_A0010,['SO_A0010'],4978616,4979134,4978616,4979134,"","","","","","",""
SO_A0011,['SO_A0011'],4979276,4979518,4979276,4979518,"","","","","","",""
SO_A0174,['SO_A0174'],4979553,4979759,4979553,4979759,"","","","","","",""
rulB,['SO_A0012'],4979889,4981145,4981145,4979889,"","","","","","",""
rulA,['SO_A0013'],4981146,4981550,4981550,4981146,"","","","","","",""
SO_A0014,['SO_A0014'],4982143,4982238,4982143,4982238,"","","","","","",""
SO_A0015,['SO_A0015'],4982543,4982689,4982689,4982543,"","","","","","",""
SO_A0016,['SO_A0016'],4982756,4985722,4985722,4982756,"","","","","","",""
SO_A0017,['SO_A0017'],4985886,4986176,4985886,4986176,"","","","","","",""
SO_A0018,['SO_A0018'],4986173,4986550,4986173,4986550,"","","","","","",""
SO_A0019,['SO_A0019'],4986544,4987101,4986544,4987101,"","","","","","",""
SO_A0020,['SO_A0020'],4987135,4987965,4987135,4987965,"4987149, 4987580, 4987812, 4987352, 4987617, 4987371, 4987371, 4987812","14, 445, 677, 217, 482, 236, 236, 677","0.02, 0.54, 0.82, 0.26, 0.58, 0.28, 0.28, 0.82","False, True, True, True, True, True, True, True","ambiguous, ambiguous, ambiguous, ambiguous, unambiguous, ambiguous, ambiguous, ambiguous","94_A6, 146_F11, 212_F3, 233_B10, 268_G7, 370_E1, 377_E1, 223_A3","4_D10, 14_D1, 19_F3, 20_C9, 23_E4, 31_F11, 32_F6, 39_B7"
SO_A0021,['SO_A0021'],4987998,4988273,4987998,4988273,"4988001","3","0.01","True","unambiguous","253_E5","40_E6"
higB,['SO_A0022'],4988585,4988890,4988585,4988890,"4988823, 4988653","238, 68","0.78, 0.22","True, True","unambiguous, unambiguous","111_E10, 252_F4","5_A8, 40_C6"
higA,['SO_A0023'],4988965,4989264,4988965,4989264,"4989257","292","0.98","False","unambiguous","306_G4","26_D10"
SO_A0025,['SO_A0025'],4989334,4990493,4990493,4989334,"4989356, 4989356, 4989356","1137, 1137, 1137","0.98, 0.98, 0.98","True, True, True","ambiguous, ambiguous, ambiguous","265_F11, 265_B7, 265_B7","23_A1, 40_F10, 40_G10"
SO_A0024,['SO_A0024'],4989334,4990143,4990143,4989334,"4989356, 4989356, 4989356","787, 787, 787","0.97, 0.97, 0.97","True, True, True","ambiguous, ambiguous, ambiguous","265_F11, 265_B7, 265_B7","23_A1, 40_F10, 40_G10"
SO_A0026,['SO_A0026'],4990570,4990878,4990878,4990570,"4990666, 4990862","212, 16","0.69, 0.05","True, False","unambiguous, unambiguous","281_C4, 289_H10","24_H4, 41_G5"
SO_A0028,['SO_A0028'],4990949,4992108,4990949,4992108,"4992086, 4992086","1137, 1137","0.98, 0.98","True, True","unambiguous, unambiguous","157_E7, 157_E7","37_A5, 37_B5"
SO_A0029,['SO_A0029'],4991299,4992108,4991299,4992108,"4992086, 4992086","787, 787","0.97, 0.97","True, True","unambiguous, unambiguous","157_E7, 157_E7","37_A5, 37_B5"
SO_A0030,['SO_A0030'],4992179,4992301,4992301,4992179,"4992285","16","0.13","False","unambiguous","282_G8","41_H3"
SO_A0031,['SO_A0031'],4992590,4994464,4992590,4994464,"4992903, 4993620, 4993691","313, 1030, 1101","0.17, 0.55, 0.59","False, True, True","unambiguous, ambiguous, ambiguous","372_H1, 215_B3, 328_C12","32_C2, 39_F3, 42_G5"
SO_A0032,['SO_A0032'],4994589,4995044,4994589,4995044,"4994717, 4994597, 4994805","128, 8, 216","0.28, 0.02, 0.47","False, True, True","unambiguous, unambiguous, unambiguous","358_E9, 106_B3, 296_B3","30_G11, 35_F12, 41_H7"
SO_A0033,['SO_A0033'],4995046,4995534,4995046,4995534,"4995216","170","0.35","False","unambiguous","58_B5","3_H2"
SO_A0034,['SO_A0034'],4995565,4995786,4995565,4995786,"4995739, 4995642","174, 77","0.79, 0.35","True, False","ambiguous, unambiguous","409_F9, 337_A2","35_C2, 42_C8"
SO_A0035,['SO_A0035'],4995938,4997140,4997140,4995938,"","","","","","",""
SO_A0175,['SO_A0175'],4997207,4997467,4997207,4997467,"4997217, 4997218, 4997217","10, 11, 10","0.04, 0.04, 0.04","True, True, True","ambiguous, ambiguous, ambiguous","78_G10, 235_G4, 70_G9","10_E8, 20_D11, 45_A6"
SO_A0036,['SO_A0036'],4997583,4997807,4997583,4997807,"4997623","40","0.18","True","ambiguous","290_E11","41_D6"
SO_A0038,['SO_A0038'],4998157,4999316,4999316,4998157,"","","","","","",""
SO_A0037,['SO_A0037'],4998157,4998966,4998966,4998157,"","","","","","",""
SO_A0039,['SO_A0039'],4999385,5000479,4999385,5000479,"4999467, 5000299, 5000299, 5000299, 5000299, 5000299, 5000356","82, 914, 914, 914, 914, 914, 971","0.07, 0.84, 0.84, 0.84, 0.84, 0.84, 0.89","False, True, True, True, True, True, True","unambiguous, ambiguous, ambiguous, ambiguous, ambiguous, ambiguous, unambiguous","16_C12, 29_C10, 8_C10, 8_C2, 176_C10, 176_C2, 254_B3","1_B6, 2_H2, 7_B5, 7_C5, 16_A5, 16_B5, 40_A7"
pemI,['SO_A0040'],5000643,5000894,5000643,5000894,"5000712","69","0.27","False","unambiguous","95_G12","4_F11"
pemK,['SO_A0041'],5000888,5001205,5000888,5001205,"5001025, 5001002","137, 114","0.43, 0.36","False, False","unambiguous, ambiguous","112_B7, 331_A3","5_F8, 28_B7"
SO_A0042,['SO_A0042'],5001350,5001838,5001350,5001838,"5001419, 5001832, 5001752, 5001389","69, 482, 402, 39","0.14, 0.99, 0.82, 0.08","True, True, True, False","unambiguous, unambiguous, unambiguous, unambiguous","193_C6, 185_A3, 197_F10, 315_H6","17_H9, 38_B3, 38_B8, 42_G1"
SO_A0043,['SO_A0043'],5001924,5002070,5002070,5001924,"","","","","","",""
SO_A0044,['SO_A0044'],5002307,5003437,5002307,5003437,"5002318","11","0.01","True","unambiguous","193_D2","17_A10"
SO_A0045,['SO_A0045'],5003434,5004804,5003434,5004804,"5004257, 5004260","823, 826","0.60, 0.60","False, True","unambiguous, unambiguous","122_G6, 288_E2","6_G1, 24_H11"
SO_A0046,['SO_A0046'],5004946,5005047,5005047,5004946,"5004986, 5005027","61, 20","0.60, 0.20","True, True","ambiguous, unambiguous","315_B3, 84_D2","42_F1, 45_H8"
SO_A0047,['SO_A0047'],5005241,5005573,5005573,5005241,"5005310","263","0.79","True","ambiguous","12_G6","36_F4"
SO_A0048,['SO_A0048'],5005727,5007655,5007655,5005727,"5007524, 5006055, 5007120, 5007488, 5007280, 5007388, 5007075","131, 1600, 535, 167, 375, 267, 580","0.07, 0.83, 0.28, 0.09, 0.19, 0.14, 0.30","False, True, True, True, True, True, True","unambiguous, ambiguous, ambiguous, unambiguous, unambiguous, unambiguous, unambiguous","285_G5, 297_C3, 405_H7, 133_B3, 194_B3, 313_B3, 77_A8","24_E9, 25_G8, 34_B10, 36_E7, 38_E7, 42_B1, 45_F7"
SO_A0176,['SO_A0176'],5007876,5008091,5008091,5007876,"5008070, 5008070","21, 21","0.10, 0.10","True, True","ambiguous, ambiguous","101_B3, 101_B3","35_H11, 35_A12"
SO_A0177,['SO_A0177'],5008138,5008341,5008341,5008138,"5008222, 5008222","119, 119","0.59, 0.59","True, True","unambiguous, unambiguous","394_D9, 394_D9","43_D12, 43_E12"
SO_A0178,['SO_A0178'],5008353,5008562,5008562,5008353,"5008485, 5008496, 5008496","77, 66, 66","0.37, 0.32, 0.32","True, True, True","ambiguous, unambiguous, unambiguous","189_C11, 278_B8, 278_A8","17_C6, 24_E1, 41_C2"
SO_A0049,['SO_A0049'],5008747,5010924,5010924,5008747,"5009273, 5009273, 5009328, 5010610, 5010022, 5008930, 5008930, 5010859, 5009795, 5009795","1651, 1651, 1596, 314, 902, 1994, 1994, 65, 1129, 1129","0.76, 0.76, 0.73, 0.14, 0.41, 0.92, 0.92, 0.03, 0.52, 0.52","True, True, True, True, True, True, True, False, True, True","ambiguous, ambiguous, ambiguous, unambiguous, ambiguous, unambiguous, unambiguous, unambiguous, ambiguous, ambiguous","68_F7, 68_F7, 90_F6, 217_E10, 366_B4, 101_B3, 101_B3, 30_C2, 55_C8, 412_C5","3_C9, 10_B4, 11_B2, 19_H6, 31_H7, 35_H11, 35_A12, 41_G9, 44_F12, 44_G7"
SO_A0050,['SO_A0050'],5010924,5012171,5012171,5010924,"5012084, 5011145, 5010950, 5011413","87, 1026, 1221, 758","0.07, 0.82, 0.98, 0.61","False, True, True, True","unambiguous, ambiguous, ambiguous, unambiguous","148_G7, 372_C11, 302_F10, 49_B3","14_G2, 32_C1, 41_F10, 44_C11"
SO_A0051,['SO_A0051'],5013533,5013901,5013533,5013901,"5013578","45","0.12","False","unambiguous","328_E5","28_D5"
SO_A0052,['SO_A0052'],5013963,5014805,5014805,5013963,"","","","","","",""
SO_A0053,['SO_A0053'],5014872,5016031,5014872,5016031,"","","","","","",""
SO_A0054,['SO_A0054'],5015222,5016031,5015222,5016031,"","","","","","",""
SO_A0055,['SO_A0055'],5016040,5016345,5016040,5016345,"5016054, 5016300","14, 260","0.05, 0.85","False, True","unambiguous, unambiguous","35_F9, 146_B3","2_B6, 36_A12"
SO_A0056,['SO_A0056'],5016422,5016604,5016422,5016604,"5016602","180","0.99","False","unambiguous","205_D2","18_E9"
SO_A0057,['SO_A0057'],5016633,5016860,5016633,5016860,"5016700","67","0.30","False","unambiguous","82_H7","10_H9"
SO_A0058,['SO_A0058'],5017049,5017798,5017049,5017798,"","","","","","",""
SO_A0059,['SO_A0059'],5018548,5018838,5018548,5018838,"5018837","289","1.00","True","unambiguous","378_G3","43_G7"
SO_A0060,['SO_A0060'],5018842,5019369,5018842,5019369,"5019082, 5018854, 5019082, 5018871, 5019244, 5019244, 5019244","240, 12, 240, 29, 402, 402, 402","0.46, 0.02, 0.46, 0.06, 0.76, 0.76, 0.76","True, True, True, False, True, True, True","ambiguous, unambiguous, ambiguous, unambiguous, ambiguous, ambiguous, ambiguous","228_F9, 264_G6, 270_H9, 312_D1, 106_B3, 107_B3, 107_B3","20_H4, 22_A12, 23_H5, 27_A4, 35_F12, 35_G12, 35_H12"
SO_A0061,['SO_A0061'],5019556,5020242,5019556,5020242,"5020231, 5020134, 5020134, 5019819, 5019875","675, 578, 578, 263, 319","0.98, 0.84, 0.84, 0.38, 0.47","False, True, True, False, True","unambiguous, ambiguous, ambiguous, unambiguous, unambiguous","15_G11, 23_D12, 227_E12, 377_E2, 315_B3","1_G5, 1_H10, 20_C4, 32_G6, 42_F1"
SO_A0062,['SO_A0062'],5020235,5020594,5020235,5020594,"5020473, 5020420, 5020310, 5020417","238, 185, 75, 182","0.66, 0.52, 0.21, 0.51","True, True, False, True","ambiguous, unambiguous, unambiguous, unambiguous","185_C5, 165_B3, 202_H3, 230_E5","17_A2, 37_A8, 38_C11, 39_E9"
SO_A0063,['SO_A0063'],5020739,5021296,5020739,5021296,"","","","","","",""
SO_A0064,['SO_A0064'],5021494,5022402,5022402,5021494,"5021505","897","0.99","True","unambiguous","162_F1","37_H6"
SO_A0179,['SO_A0179'],5022566,5024235,5024235,5022566,"5023777, 5024207","458, 28","0.27, 0.02","True, True","unambiguous, unambiguous","115_E4, 160_B3","12_G5, 37_B6"
SO_A0065,['SO_A0065'],5022640,5023799,5022640,5023799,"5023777","1137","0.98","True","unambiguous","115_E4","12_G5"
SO_A0066,['SO_A0066'],5022990,5023799,5022990,5023799,"5023777","787","0.97","True","unambiguous","115_E4","12_G5"
SO_A0067,['SO_A0067'],5024315,5025193,5025193,5024315,"5025017, 5024915, 5025116, 5024316, 5024637","176, 278, 77, 877, 556","0.20, 0.32, 0.09, 1.00, 0.63","True, True, False, True, True","ambiguous, unambiguous, ambiguous, ambiguous, unambiguous","133_B4, 231_F6, 298_E10, 394_A5, 87_C3","6_D6, 20_C7, 25_F9, 33_H10, 45_H9"
SO_A0068,['SO_A0068'],5025332,5025619,5025619,5025332,"5025436","183","0.64","False","unambiguous","295_A12","25_D6"
SO_A0069,['SO_A0069'],5025616,5025951,5025951,5025616,"5025784, 5025760","167, 191","0.50, 0.57","False, True","unambiguous, unambiguous","389_D2, 386_B3","33_A9, 43_H9"
SO_A0070,['SO_A0070'],5026382,5027086,5027086,5026382,"5026997, 5026971","89, 115","0.13, 0.16","False, True","unambiguous, ambiguous","238_C8, 155_B3","21_E1, 37_E4"
SO_A0071,['SO_A0071'],5027357,5027773,5027773,5027357,"5027447, 5027462, 5027416","326, 311, 357","0.78, 0.75, 0.86","True, False, True","unambiguous, unambiguous, unambiguous","15_E2, 301_E6, 376_B3","7_D9, 41_D10, 43_B7"
SO_A0072,['SO_A0072'],5027779,5028090,5028090,5027779,"5028082","8","0.03","False","unambiguous","101_G3","11_E9"
SO_A0073,['SO_A0073'],5028232,5028507,5028507,5028232,"5028361","146","0.53","True","ambiguous","191_H5","38_H5"
SO_A0074,['SO_A0074'],5028545,5029303,5029303,5028545,"","","","","","",""
SO_A0075,['SO_A0075'],5029392,5029691,5029691,5029392,"5029679","12","0.04","False","unambiguous","361_A10","31_H2"
SO_A0076,['SO_A0076'],5029684,5029968,5029968,5029684,"5029928, 5029862","40, 106","0.14, 0.37","True, False","ambiguous, unambiguous","107_B11, 355_F2","11_H12, 30_D9"
SO_A0077,['SO_A0077'],5030157,5030792,5030792,5030157,"5030713, 5030481, 5030481, 5030772","79, 311, 311, 20","0.12, 0.49, 0.49, 0.03","True, True, True, True","unambiguous, ambiguous, ambiguous, unambiguous","394_A5, 110_B3, 110_B3, 99_E8","33_H10, 36_G1, 36_H1, 46_B3"
SO_A0078,['SO_A0078'],5030992,5031234,5030992,5031234,"5031231","239","0.99","True","ambiguous","200_A9","38_F10"
SO_A0079,['SO_A0079'],5031227,5031526,5031227,5031526,"5031319, 5031231","92, 4","0.31, 0.01","False, True","unambiguous, ambiguous","280_D5, 200_A9","24_F3, 38_F10"
SO_A0080,['SO_A0080'],5031921,5032406,5032406,5031921,"5032263, 5032230","143, 176","0.29, 0.36","False, True","unambiguous, unambiguous","65_E2, 246_B3","10_A2, 40_H2"
SO_A0081,['SO_A0081'],5032511,5032729,5032729,5032511,"5032611","118","0.54","True","unambiguous","207_D9","39_B1"
SO_A0084,['SO_A0084'],5032784,5034771,5034771,5032784,"5033049, 5032961, 5034714, 5034702","1722, 1810, 57, 69","0.87, 0.91, 0.03, 0.03","False, True, True, True","unambiguous, unambiguous, ambiguous, ambiguous","15_H10, 54_H12, 280_H6, 289_H11","7_F9, 9_B8, 24_B4, 25_A1"
SO_A0082,['SO_A0082'],5032784,5033104,5033104,5032784,"5033049, 5032961","55, 143","0.17, 0.45","False, True","unambiguous, unambiguous","15_H10, 54_H12","7_F9, 9_B8"
SO_A0083,['SO_A0083'],5033150,5034352,5033150,5034352,"","","","","","",""
SO_A0180,['SO_A0180'],5034853,5035380,5035380,5034853,"5035268, 5035348, 5035338, 5035077, 5035057","112, 32, 42, 303, 323","0.21, 0.06, 0.08, 0.57, 0.61","True, False, True, True, True","ambiguous, unambiguous, ambiguous, unambiguous, unambiguous","187_G6, 313_H8, 415_A6, 159_B3, 184_B3","17_A5, 27_G5, 35_E6, 37_A6, 38_H2"
SO_A0085,['SO_A0085'],5035717,5036262,5036262,5035717,"5036057","205","0.38","True","unambiguous","15_E5","37_E1"
SO_A0086,['SO_A0086'],5036346,5036936,5036936,5036346,"5036844, 5036884","92, 52","0.16, 0.09","True, True","ambiguous, unambiguous","158_C5, 255_F2","14_H10, 40_G7"
SO_A0087,['SO_A0087'],5037106,5037366,5037106,5037366,"5037358","252","0.97","True","unambiguous","250_A2","21_E11"
SO_A0088,['SO_A0088'],5037366,5037677,5037366,5037677,"5037582, 5037586, 5037613, 5037613, 5037428","216, 220, 247, 247, 62","0.69, 0.71, 0.79, 0.79, 0.20","True, True, True, True, True","ambiguous, unambiguous, ambiguous, ambiguous, unambiguous","189_F3, 327_D9, 206_B3, 206_C3, 67_H3","17_G6, 28_A4, 38_C12, 38_D12, 45_D4"
SO_A0089,['SO_A0089'],5037701,5042017,5037701,5042017,"5037798, 5040349, 5041354, 5040557, 5041220, 5040535, 5040892, 5040556, 5040454","97, 2648, 3653, 2856, 3519, 2834, 3191, 2855, 2753","0.02, 0.61, 0.85, 0.66, 0.82, 0.66, 0.74, 0.66, 0.64","False, True, True, True, True, False, True, True, True","unambiguous, ambiguous, ambiguous, ambiguous, ambiguous, unambiguous, ambiguous, ambiguous, unambiguous","15_G3, 214_D7, 327_D9, 375_A12, 393_C2, 389_H1, 396_A10, 371_E5, 373_B3","1_A6, 19_H4, 28_A4, 32_D3, 33_A10, 33_F9, 33_H12, 43_A6, 43_D6"
SO_A0090,['SO_A0090'],5039125,5040284,5039125,5040284,"","","","","","",""
SO_A0091,['SO_A0091'],5039475,5040284,5039475,5040284,"","","","","","",""
SO_A0092,['SO_A0092'],5040407,5042017,5040407,5042017,"5041354, 5040557, 5041220, 5040535, 5040892, 5040556, 5040454","947, 150, 813, 128, 485, 149, 47","0.59, 0.09, 0.50, 0.08, 0.30, 0.09, 0.03","True, True, True, False, True, True, True","ambiguous, ambiguous, ambiguous, unambiguous, ambiguous, ambiguous, unambiguous","327_D9, 375_A12, 393_C2, 389_H1, 396_A10, 371_E5, 373_B3","28_A4, 32_D3, 33_A10, 33_F9, 33_H12, 43_A6, 43_D6"
SO_A0093,['SO_A0093'],5042064,5042837,5042064,5042837,"5042088","24","0.03","False","unambiguous","263_H11","22_A11"
SO_A0094,['SO_A0094'],5042947,5043054,5043054,5042947,"5042980, 5042984, 5042984","74, 70, 70","0.69, 0.65, 0.65","True, True, True","unambiguous, ambiguous, ambiguous","354_D4, 253_G7, 358_G7","30_A8, 40_G6, 43_F2"
parA,['SO_A0095'],5043223,5044422,5043223,5044422,"5043394, 5043394, 5043282, 5043907","171, 171, 59, 684","0.14, 0.14, 0.05, 0.57","False, False, True, True","unambiguous, unambiguous, ambiguous, unambiguous","13_A1, 13_A1, 195_D11, 413_B3","1_E4, 7_A8, 17_B12, 44_B8"
parB,['SO_A0096'],5044422,5045516,5044422,5045516,"5044969, 5044505","547, 83","0.50, 0.08","True, False","unambiguous, unambiguous","302_G7, 300_E9","26_B5, 26_E1"
SO_A0097,['SO_A0097'],5045548,5046306,5046306,5045548,"","","","","","",""
SO_A0098,['SO_A0098'],5046850,5047245,5046850,5047245,"5047133, 5047197","283, 347","0.72, 0.88","False, True","unambiguous, unambiguous","188_A6, 323_B3","17_C5, 42_C4"
SO_A0099,['SO_A0099'],5047524,5049257,5047524,5049257,"5048342, 5048342, 5047544, 5048076, 5048017, 5048556, 5048667, 5048342","818, 818, 20, 552, 493, 1032, 1143, 818","0.47, 0.47, 0.01, 0.32, 0.28, 0.60, 0.66, 0.47","True, True, False, True, True, True, True, True","ambiguous, ambiguous, unambiguous, ambiguous, ambiguous, ambiguous, ambiguous, ambiguous","179_H11, 178_H9, 217_G11, 397_F12, 242_E2, 325_G11, 45_B3, 73_H11","16_A10, 16_E8, 19_C7, 34_B3, 40_E1, 42_G4, 44_C10, 45_F6"
SO_A0100,['SO_A0100'],5049467,5051281,5051281,5049467,"5050136, 5051190, 5049908, 5051078, 5049803, 5050136, 5051018","1145, 91, 1373, 203, 1478, 1145, 263","0.63, 0.05, 0.76, 0.11, 0.81, 0.63, 0.14","True, False, True, True, True, True, True","unambiguous, ambiguous, unambiguous, unambiguous, ambiguous, unambiguous, ambiguous","7_B3, 203_B8, 213_C3, 338_H7, 139_E7, 7_B3, 64_E11","1_C2, 18_E7, 19_A4, 29_F3, 36_D9, 45_F5, 45_H2"
SO_A0103,['SO_A0103'],5051517,5054066,5054066,5051517,"","","","","","",""
SO_A0101,['SO_A0101'],5051517,5052635,5052635,5051517,"","","","","","",""
SO_A0102,['SO_A0102'],5052711,5053925,5052711,5053925,"","","","","","",""
SO_A0104,['SO_A0104'],5054063,5054188,5054188,5054063,"5054172","16","0.13","True","unambiguous","347_D10","42_C11"
SO_A0105,['SO_A0105'],5054263,5054820,5054263,5054820,"5054344","81","0.15","False","unambiguous","7_F4","1_E2"
SO_A0106,['SO_A0106'],5055135,5056775,5055135,5056775,"5056450, 5055245, 5055679, 5056716, 5056508","1315, 110, 544, 1581, 1373","0.80, 0.07, 0.33, 0.96, 0.84","True, True, True, True, True","ambiguous, unambiguous, ambiguous, unambiguous, unambiguous","356_B8, 396_A10, 396_B4, 367_B3, 395_B3","30_A10, 33_H12, 34_D1, 43_B5, 43_G12"
SO_A0107,['SO_A0107'],5056901,5057212,5056901,5057212,"5056926","25","0.08","True","unambiguous","344_H8","29_D10"
